ID	Category	English	Korean	Occurrences	Tank	ResourcePath	Line	LineText
d11dc8cedf87	B099 confirmed visible GAS	Knowledge Scroll: Tremor	지식 두루마리: 지진	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	515	"common:screen_name = ""Knowledge Scroll: Tremor"";"
4413229631e5	B099 confirmed visible GAS	Knowledge Scroll: Armageddon	지식 두루마리: 대재앙	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	607	"common:screen_name = ""Knowledge Scroll: Armageddon"";"
b6cb5a6fed92	B099 confirmed visible GAS	Gift from the Wisps	위습의 선물	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	616	"screen_name = ""Gift from the Wisps"";"
7a413a2ec13e	B099 confirmed visible GAS	Knowledge Scroll: Gate Travel	지식 두루마리: 게이트 이동	1	britannia_logic.dsres	world/contentdb/templates/britannia/interactive/spellcasting/spells_circle_8.gas	682	"common:screen_name = ""Knowledge Scroll: Gate Travel"";"
c6357a0f1860	B099 confirmed visible GAS	TAVERN BARKS	선술집 외침	1	britannia_logic.dsres	world/contentdb/templates/britannia/scheduling/pb_base_scheduling.gas	442	"common:dev_instance_text = ""TAVERN BARKS"";"
dfc3d65534e8	B099 confirmed visible GAS	My bubble text	말풍선 문구	1	britannia_logic.dsres	world/contentdb/templates/britannia/special/pb_bubble_text.gas	76	"screen_name  = ""My bubble text"";"
5f7ad047efdc	B099 confirmed visible GAS	SWAMP GAS	늪지 가스	1	britannia_logic.dsres	world/contentdb/templates/britannia/special/pb_gizmos.gas	262	"dev_instance_text = ""SWAMP GAS"";"
07af6054d2cc	B099 confirmed visible GAS	Minoc II	미녹 II	1	britannia_logic.dsres	world/contentdb/templates/lazarus/non_interactive/laz_signs_nondirectional.gas	268	"screen_name = ""Minoc II"";"
2df2e9dc0817	B099 confirmed visible GAS	Minoc III	미녹 III	1	britannia_logic.dsres	world/contentdb/templates/lazarus/non_interactive/laz_signs_nondirectional.gas	282	"screen_name = ""Minoc III"";"
592d20d4cc3f	B099 confirmed visible GAS	Minoc IV	미녹 IV	1	britannia_logic.dsres	world/contentdb/templates/lazarus/non_interactive/laz_signs_nondirectional.gas	296	"screen_name = ""Minoc IV"";"
87f9bdffb72c	B099 confirmed visible GAS	Farm boy	농장 소년	1	lazarus_logic.dsres	world/contentdb/templates/regular/actors/good/heroes.gas	259	"[common] { screen_name=""Farm boy""; }"
7814ebbbb96a	B099 confirmed visible GAS	Farm boy	농장 소년	1	britannia_logic.dsres	world/contentdb/templates/regular/actors/good/heroes.gas	264	"[common] { screen_name=""Farm boy""; }"
8642ec977ef3	B099 confirmed visible GAS	Farm girl	농장 소녀	1	lazarus_logic.dsres	world/contentdb/templates/regular/actors/good/heroes.gas	396	"[common] { screen_name=""Farm girl""; }"
2eb94b221253	B099 confirmed visible GAS	Farm girl	농장 소녀	1	britannia_logic.dsres	world/contentdb/templates/regular/actors/good/heroes.gas	402	"[common] { screen_name=""Farm girl""; }"
9839e2212d29	B099 confirmed visible GAS	You are not powerful enough to use this device.	이 장치를 사용하기에는 능력이 부족합니다.	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	490	"screen_text = ""You are not powerful enough to use this device."";"
01047ae6d8f4	B099 confirmed visible GAS	Tree and Horn	나무와 뿔피리	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	788	"[common] { screen_name = ""Tree and Horn""; }"
0f3fcb9fd0ae	B099 confirmed visible GAS	Mana Fountain	마나 샘	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	809	"screen_name = ""Mana Fountain"";"
cc14bbea8bf7	B099 confirmed visible GAS	Mana Fountain	마나 샘	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	839	"screen_name = ""Mana Fountain"";"
662d05b2e0b5	B099 confirmed visible GAS	Health Fountain	생명력 샘	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	869	"screen_name = ""Health Fountain"";"
d61256361f37	B099 confirmed visible GAS	Health Fountain	생명력 샘	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	897	"screen_name = ""Health Fountain"";"
bf39fe0bbdc9	B099 confirmed visible GAS	Star Device	별 장치	1	britannia_logic.dsres	world/contentdb/templates/regular/interactive/obj_usable.gas	921	"screen_name = ""Star Device"";"
